Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt9807856/?ref_=adv_li_tt,Kaanadante Maayavadanu,8.7,24,Rummy is a soul separated from his body after he is killed. He is a soul with no physical powers. He is in love with Vandana but unable to communicate with her. He has find a means to ... See full summary »,Raj Pathipati
https://www.imdb.com/title/tt11702678/?ref_=adv_li_tt,Room 441,2.3,16,Two friends mysteriously disappear while filming a ghost hunt at the notoriously haunted Congress Plaza Hotel in Chicago.,Tyler King
https://www.imdb.com/title/tt12516768/?ref_=adv_li_tt,Coming to Africa,8.3,23,"Adrian (Anwar Jamison), a philandering financial executive, has spent his entire life shunning Black consciousness and chasing corporate success. Adrian's brother, Buck (Khalil Kain), is an... See full summary »",Anwar Jamison
https://www.imdb.com/title/tt13660930/?ref_=adv_li_tt,The Fisherman's Daughter,5.1,7,"In a tiny Azerbaijani fishing village young Sarah's father disappears at sea. Misfortunes abound until the superstitious inhabitants demand a funeral. Rebellious Sarah undertakes one last, and deadly, attempt to find her father.",Ismail Safarali
https://www.imdb.com/title/tt11710248/?ref_=adv_li_tt,A Little More Flesh,4.9,14,"Stanley Durall, the notorious director of a series of intense erotic dramas, is returning to his debut movie, God's Lonely Woman, to provide an audio commentary for the film's first Blu-ray... See full summary »",Sam Ashurst
https://www.imdb.com/title/tt12788962/?ref_=adv_li_tt,The New Gospel,6.2,65,"An authentically political, theatrical and cinematic New Gospel for the 21st century.",Milo Rau
https://www.imdb.com/title/tt10560062/?ref_=adv_li_tt,Marcus,8.8,37,"Marcus has a checkered past, but unexpected news brings an opportunity for him to right old wrongs and make amends. Marcus will have to face the consequences and overcome the greatest obstacle of all in order to find happiness: Himself.",J.R. Poli
https://www.imdb.com/title/tt12035596/?ref_=adv_li_tt,The Process,5.4,48,Sindile and his two best friends push the limits of their patience while maneuvering through their hometown and its local rap scene.,Jake Fay
https://www.imdb.com/title/tt11775378/?ref_=adv_li_tt,Emilia,6.2,36,"Emilia returns to her village after many years away. The break with Ana accelerated the decision. She goes to her mother's house and gets a job as a teacher at school. Gradually, Emília ... See full summary »",Cesar Sodero
https://www.imdb.com/title/tt10560846/?ref_=adv_li_tt,Rapunzels Fluch,4.0,131,"After the unsuccessful attempt to exorcise the demon-owned Rapunzel (Olivia Dean), Father Petrosinus (Urs Remond) sold his castle in the 17th century and escaped from the retribution of the... See full summary »",David Brückner
https://www.imdb.com/title/tt11660916/?ref_=adv_li_tt,Ons,5.5,32,"A couple retreat to an Atlantic island to rebuild their relationship, strained by changes through the years. In this strange landscape a lighthouse seems to exert power, and a strange woman appears on the beach after almost drowning.",Alfonso Zarauza
https://www.imdb.com/title/tt13796104/?ref_=adv_li_tt,Khepri Cockroach Tide,5.9,11,"Khepri Cockroach Tide is a biological disaster online movie. It tells the story of the super cockroach KHEPRI device, which was originally developed to deal with environmental problems, but during transportation it's starting attack humans",Channel Choi
https://www.imdb.com/title/tt10667070/?ref_=adv_li_tt,The Passenger,4.4,58,A naive young husband must face down his obsessive and psychotic friend when their plan to elicit a confession from his adulterous wife ends in murder.,Brian Franklin
https://www.imdb.com/title/tt13333998/?ref_=adv_li_tt,Dente por Dente,6.6,55,"This thriller revolves around Ademar, a partner in a private security company that provides services to a large construction company in São Paulo. When his partner, Teixeira, disappears, ... See full summary »",Pedro Arantes
https://www.imdb.com/title/tt12801538/?ref_=adv_li_tt,Bandar Band,7.0,43,Manijeh Hekmat's music-infused twist on a road movie follows a band's day-long journey across a flooded landscape to Tehran.,Manijeh Hekmat
https://www.imdb.com/title/tt10389922/?ref_=adv_li_tt,Air Conditioner,6.2,237,"When the air-conditioners mysteriously start to fall in city of Luanda, Matacedo (security guard) and Zezinha (housemaid) have the mission of retrieving their boss's ac.",Fradique
https://www.imdb.com/title/tt9537278/?ref_=adv_li_tt,Naadodigal 2,4.9,158,A set of befriends jointly saving a lovers against the cast antagonists of a bad group after facing so many dramas arranged by the girls family,Samuthirakani
https://www.imdb.com/title/tt13410252/?ref_=adv_li_tt,The Sniper,6.3,57,Add a Plot,Xiefang Nie
https://www.imdb.com/title/tt13216536/?ref_=adv_li_tt,Saheber Cutlet,6.8,67,"Chef Ronojoy Ray Choudhury wants to sell his ancestral house in Chandannagore in West Bengal, go to Paris and open his own café but finds a refugee family squatting there instead! When they... See full summary »",Anjan Dutt
https://www.imdb.com/title/tt11423540/?ref_=adv_li_tt,Hidden in the Spotlight,6.7,120,"After the sudden death of her older sister, a successful singer-songwriter finds herself facing their family's darkest memories as she fights to win custody over her adolescent niece from the girl's lawful but long-absent father.",Jelle Nesna
https://www.imdb.com/title/tt5654204/?ref_=adv_li_tt,#Slaughterhouse,7.1,29,A romantic spring getaway turns sinister when unexpected visitors join the party in a high-tech house that no one can escape.,Dino Maglaris
https://www.imdb.com/title/tt10214316/?ref_=adv_li_tt,Some Southern Waters,4.8,123,"After his girlfriend's death, an aimless musician spirals into a genre-bending fever dream.",Julian Baner
https://www.imdb.com/title/tt9897258/?ref_=adv_li_tt,Rosa pietra stella,5.6,42,"Carmela is thirty, beautiful and as untamed as an horsewoman. She is jobless and struggles to get by on her own, doing small day-to-day tasks. She makes ends meet by making use of the ... See full summary »",Marcello Sannino
https://www.imdb.com/title/tt8433786/?ref_=adv_li_tt,Night Into Day,4.3,174,A couple in the middle of a divorce are stuck together on the outskirts of a nuclear strike in Los Angeles.,Ben Hall
https://www.imdb.com/title/tt11322786/?ref_=adv_li_tt,Tracing Her Shadow,7.0,75,"After the victory of the War of Resistance Against Japan in 1945, a large number of Japanese orphans were adopted by families in Northeast China. With the normalization of diplomatic ... See full summary »",Peng Fei Song
https://www.imdb.com/title/tt14241366/?ref_=adv_li_tt,Shadows,5.7,11,"Ching is a forensic psychiatrist who has the power to enter a person's subconscious. On her latest case, she suspects that another psychiatrist is responsible or a brutal murder-suicide ... See full summary »",Glenn Chan
https://www.imdb.com/title/tt12429968/?ref_=adv_li_tt,Arachnado,5.6,9,"When a freak cyclone swamps Los Angeles, millions of poisonous spiders terrorize the city. .",Dustin Ferguson
https://www.imdb.com/title/tt13068388/?ref_=adv_li_tt,Vacarme,6.7,32,"Abandoned by her mother in a group home of the DPJ, Émilie (13) tries to flee her new reality. Influenced by the people she meets on her getaway, her ray of hope lies in learning a musical instrument.",Frederick Neegan Trudel
https://www.imdb.com/title/tt4166648/?ref_=adv_li_tt,Talking to God,6.1,85,"After 12 nights of insomnia and feeling like her life is unraveling, Rebecca travels to the Ukraine in a desperate attempt to find a magic cure. There she finally sleeps and discovers the ... See full summary »",Maya Batash
https://www.imdb.com/title/tt9208222/?ref_=adv_li_tt,The Holy Heist,8.0,60,"Three rugged country brothers, with an aversion for the law, break out the big guns to protect those they love most and set out on a dangerous heist that may end up being their last wild ride together.",Brigham McNeely
https://www.imdb.com/title/tt11928520/?ref_=adv_li_tt,Sonic Rebuilt,6.8,30,"When the nefarious Doctor Robotnik turns up in the Land of the Sky, pleading to world-renowned hero Sonic the Hedgehog for help, Sonic is skeptical. Begrudgingly, he accepts Robotnik's ... See full summary »",Grant Duffrin
https://www.imdb.com/title/tt13444292/?ref_=adv_li_tt,Sexual Alphabet,5.9,14,The film portrays André's current love relationship with his companion Hudson from a set of pornographic and psychedelic experiments that forge the couple and their questions regarding the conditions of the romance they are experiencing.,Andre Medeiros Martins
https://www.imdb.com/title/tt5747714/?ref_=adv_li_tt,Unbound,3.8,154,"Set in a sleepy town in New Orleans, a family grieves for their missing daughter while hiding a secret in the basement.",Steve Rahaman
https://www.imdb.com/title/tt13644118/?ref_=adv_li_tt,Remember the Light,3.6,24,A group of friends reunites after many years to resolve an unsolved disappearance from their youth. The group must overcome the cynical worldview they have developed in their many year absence to remember the light.,Joshua Hale
https://www.imdb.com/title/tt11713524/?ref_=adv_li_tt,The Whittler,5.5,85,"With the help of a vengeful ghost, a young girl must rescue her parents from a brutal gang of rednecks who are robbing her parent's 200-year-old haunted inn.",Whit Whitman
https://www.imdb.com/title/tt3037588/?ref_=adv_li_tt,My Senior Year,4.7,135,My Senior Year is a romantic comedy with some serious overtones. A coming of age love story that becomes an emotional roller coaster. Every one in high school has a senior year. For Brian Robertson it's a ride he'll never forget.,Joe Carlini
https://www.imdb.com/title/tt9037688/?ref_=adv_li_tt,The Castle,6.0,135,"Monika's dream to play a one in a lifetime concert is cut short by her mother. However, she stops at nothing to pursue her dream.",Lina Luzyte
https://www.imdb.com/title/tt11936366/?ref_=adv_li_tt,Arwah Tumbal Nyai the Trilogy: Part Tumbal,5.4,7,"Dewi is a woman who is less fortunate in love, every man she loves always dies because of mystical things.",Arie Azis
https://www.imdb.com/title/tt11142628/?ref_=adv_li_tt,Hard Plastic,3.9,37,An aspiring disc golfer tries to prove to her father that disc golf is a real sport.,Lucas Astrom
https://www.imdb.com/title/tt11617584/?ref_=adv_li_tt,Pelle Svanslös,5.7,101,Add a Plot,Christian Ryltenius
https://www.imdb.com/title/tt9452824/?ref_=adv_li_tt,Faces of the Dead,5.5,13,Dr. Boobenstein hosts the ultimate zombie anthology film. She brings you 5 tales of Undead Terror with some big surprises along the way.,Will Collazo Jr.
https://www.imdb.com/title/tt11768018/?ref_=adv_li_tt,Zero Day,6.8,88,The story is about the arresting of the famous terrorist Abdolmalek Rigi and how it was accomplished.,Saeid Malekan
https://www.imdb.com/title/tt12280566/?ref_=adv_li_tt,Love in Dangerous Times,6.5,321,"With the world in a pandemic, Jason and Sorrel meet on a dating app and build a romance as the situation gets worse.",Jon Garcia
https://www.imdb.com/title/tt13621726/?ref_=adv_li_tt,Amalia en el otoño,5.6,7,Add a Plot,Octavio Lasheras
https://www.imdb.com/title/tt11771626/?ref_=adv_li_tt,Numbers,5.5,161,An absurd and strict dystopian society is suddenly disrupted when its leader is overthrown.,Oleg Sentsov
https://www.imdb.com/title/tt11594696/?ref_=adv_li_tt,Survival Guide,2.3,34,Follow six inner city youth on an outreach backpacking trip that turns into a magical fight for their lives.,Ben Fritz
https://www.imdb.com/title/tt11799784/?ref_=adv_li_tt,The Ghost Painter,5.8,108,"Amateur painter lies about his ability to see ghosts and takes on a job as a ghost painter on a TV show. Turns out, he could actually see the ghost.",Arie Kriting
https://www.imdb.com/title/tt11772718/?ref_=adv_li_tt,Time Up,6.1,28,"A man is set a 30-day deadline to accomplish a task by an unknown person and is required to work accordingly, or else he might have to face the consequences.",Manu Parthepan
https://www.imdb.com/title/tt10795930/?ref_=adv_li_tt,The Storylines,7.2,81,"From the true experiences of Gita Savitri Devi, an Indonesian student in Germany who discovered Islam in an Islamic minority country and found the closeness of the family when they were far apart.",Danial Rifki
